series id,year,period,value,data_type,description,percentile,race
LEU0252913700,2004,Q01,364.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2003,Q04,375.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2003,Q03,360.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2003,Q02,369.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2003,Q01,373.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2002,Q04,346.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2002,Q03,342.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2002,Q02,350.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2002,Q01,357.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2001,Q04,343.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2001,Q03,341.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2001,Q02,343.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2001,Q01,334.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2000,Q04,328.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2000,Q03,324.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2000,Q02,324.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0252913700,2000,Q01,331.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Black",25,Black
LEU0254871700,2018,Q04,690.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2018,Q03,647.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2018,Q02,651.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2018,Q01,656.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2017,Q04,661.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2017,Q03,613.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2017,Q02,652.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2017,Q01,635.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2016,Q04,609.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2016,Q03,609.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2016,Q02,614.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2016,Q01,613.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2015,Q04,661.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2015,Q03,574.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2015,Q02,582.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2015,Q01,593.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2014,Q04,598.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2014,Q03,582.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2014,Q02,589.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2014,Q01,597.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2013,Q04,558.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2013,Q03,569.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2013,Q02,589.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2013,Q01,566.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2012,Q04,545.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2012,Q03,527.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2012,Q02,570.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2012,Q01,540.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2011,Q04,553.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2011,Q03,522.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2011,Q02,531.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2011,Q01,532.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2010,Q04,514.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2010,Q03,536.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2010,Q02,554.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2010,Q01,538.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2009,Q04,539.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2009,Q03,546.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2009,Q02,548.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2009,Q01,535.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2008,Q04,563.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2008,Q03,525.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2008,Q02,518.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2008,Q01,521.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2007,Q04,520.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2007,Q03,516.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2007,Q02,511.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2007,Q01,501.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2006,Q04,518.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2006,Q03,514.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2006,Q02,502.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2006,Q01,492.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2005,Q04,486.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2005,Q03,488.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2005,Q02,484.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2005,Q01,474.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2004,Q04,433.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2004,Q03,428.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2004,Q02,465.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2004,Q01,448.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2003,Q04,421.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2003,Q03,443.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2003,Q02,434.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2003,Q01,423.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2002,Q04,443.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2002,Q03,413.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2002,Q02,415.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2002,Q01,404.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2001,Q04,417.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2001,Q03,436.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2001,Q02,429.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2001,Q01,394.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2000,Q04,408.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2000,Q03,393.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2000,Q02,390.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0254871700,2000,Q01,390.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (first quartile), Employed full time, Wage and salary workers, Asian",25,Asian
LEU0252881500,2018,Q04,900.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2018,Q03,887.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2018,Q02,876.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2018,Q01,881.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2017,Q04,857.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2017,Q03,859.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2017,Q02,859.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2017,Q01,865.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2016,Q04,849.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2016,Q03,827.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2016,Q02,824.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2016,Q01,830.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2015,Q04,825.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2015,Q03,803.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2015,Q02,801.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2015,Q01,808.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2014,Q04,799.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2014,Q03,790.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2014,Q02,780.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2014,Q01,796.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2013,Q04,786.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2013,Q03,771.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2013,Q02,776.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2013,Q01,773.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2012,Q04,775.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2012,Q03,758.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2012,Q02,771.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2012,Q01,769.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2011,Q04,764.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2011,Q03,753.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2011,Q02,753.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2011,Q01,755.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2010,Q04,752.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2010,Q03,740.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2010,Q02,740.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2010,Q01,754.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2009,Q04,748.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2009,Q03,738.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2009,Q02,734.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2009,Q01,738.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2008,Q04,728.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2008,Q03,720.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2008,Q02,719.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2008,Q01,719.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2007,Q04,700.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2007,Q03,695.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2007,Q02,690.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2007,Q01,693.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2006,Q04,682.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2006,Q03,675.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2006,Q02,659.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2006,Q01,668.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2005,Q04,659.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2005,Q03,649.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2005,Q02,643.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2005,Q01,653.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2004,Q04,647.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2004,Q03,632.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2004,Q02,639.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2004,Q01,634.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2003,Q04,625.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2003,Q03,618.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2003,Q02,616.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2003,Q01,620.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2002,Q04,613.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2002,Q03,603.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2002,Q02,605.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2002,Q01,611.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2001,Q04,606.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2001,Q03,596.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2001,Q02,592.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2001,Q01,589.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2000,Q04,585.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2000,Q03,574.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2000,Q02,569.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,2000,Q01,573.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,1999,Q04,568.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,1999,Q03,546.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,1999,Q02,543.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252881500,1999,Q01,538.0,CPS Weekly Nominal Earnings,"(unadj)- Usual weekly earnings (second quartile), Employed full time, Wage and salary workers",50,All
LEU0252883600,2018,Q04,931.0,CPS Weekly Nominal Earnings,"(unadj)- Median usual weekly earnings (second quartile), Employed full time, Wage and salary workers, White",50,White
LEU0252883600,2018,Q03,915.0,CPS Weekly Nominal Earnings,"(unadj)- Median usual weekly earnings (second quartile), Employed full time, Wage and salary workers, White",50,White
LEU0252883600,2018,Q02,907.0,CPS Weekly Nominal Earnings,"(unadj)- Median usual weekly earnings (second quartile), Employed full time, Wage and salary workers, White",50,White
